aa_	aa	Banana bunchy top virus :Banana bunchy top virus:ssDNA(+)::GCF_000847305.1
glycine_max	glycine max	Rhynchosia golden mosaic virus :Rhynchosia golden mosaic virus:ssDNA(+/-)::GCF_000840505.1
glycine_max	glycine max	Rhynchosia golden mosaic virus :Rhynchosia golden mosaic virus:ssDNA(+/-):Glycine max:GCF_008802995.1
glycine_max	glycine max	Rhynchosia golden mosaic Yucatan virus :Rhynchosia golden mosaic Yucatan virus:ssDNA(+/-):Rhynchosia minima:GCF_000881175.1
glycine_max	glycine max	Sida micrantha mosaic virus :Sida micrantha mosaic virus:ssDNA(+/-)::GCF_000840905.1
glycine_max	glycine max	Sida micrantha mosaic virus :Sida micrantha mosaic virus:ssDNA(+/-)::GCF_002986855.1
glycine_max	glycine max	Sida mottle virus :Sida mottle virus:ssDNA(+/-)::GCF_000841285.1
glycine_max	glycine max	Soybean blistering mosaic virus :Soybean blistering mosaic virus:ssDNA(+/-):Glycine max:GCF_002823505.1
glycine_max	glycine max	Soybean carlavirus 1 :Carlavirus SCV1:ssRNA(+):Glycine max:GCF_023155495.1
glycine_max	glycine max	Soybean chlorotic blotch virus :Soybean chlorotic blotch virus:ssDNA(+/-):Glycine max:GCF_000889935.1
glycine_max	glycine max	Soybean chlorotic mottle virus :Soymovirus maculaglycinis:dsDNA-RT::GCF_000847985.1
glycine_max	glycine max	Soybean chlorotic spot virus :Soybean chlorotic spot virus:ssDNA(+/-):Glycine max:GCF_000897535.1
glycine_max	glycine max	Soybean dwarf virus :Luteovirus glycinis:ssRNA(+)::GCF_000848565.1
glycine_max	glycine max	Soybean latent spherical virus :Nepovirus glycinis:ssRNA(+):Glycine max:GCF_001923735.1
glycine_max	glycine max	Soybean mild mottle virus :Soybean mild mottle virus:ssDNA(+/-):Glycine max:GCF_000888375.1
glycine_max	glycine max	Soybean mosaic virus :Soybean mosaic virus:ssRNA(+)::GCF_000862465.1
glycine_max	glycine max	Soybean Putnam virus :Caulimovirus glycinis:dsDNA-RT:Glycine max:GCF_000899175.1
glycine_max	glycine max	Soybean vein necrosis virus :Orthotospovirus glycininecrovenae:ssRNA(+/-):Glycine max:GCF_004789395.1
glycine_max	glycine max	Soybean yellow common mosaic virus :Soybean yellow common mosaic virus:ssRNA(+):Glycine max:GCF_000893015.1
glycine_max	glycine max	Soybean yellow mottle mosaic virus :Gammacarmovirus glycinis:ssRNA(+):Glycine max:GCF_000881895.1
glycine_max	glycine max	Tobacco mosaic virus :Tobacco mosaic virus:ssRNA(+)::GCF_000854365.1
glycine_max	glycine max	Tobacco necrosis virus D :Betanecrovirus nicotianae:ssRNA(+)::GCF_000848725.1
glycine_max	glycine max	Tobacco ringspot virus :Nepovirus nicotianae:ssRNA(+)::GCF_000856105.1
glycine_max	glycine max	Tobacco streak virus :Tobacco streak virus:ssRNA(+)::GCF_000865505.1
glycine_max	glycine max	Tomato chlorotic spot virus :Orthotospovirus tomatoflavi:ssRNA(+/-)::GCF_002270845.1
glycine_max	glycine max	Tomato leaf curl alphasatellite :Tomato leaf curl Pakistan alphasatellite:ssDNA:Gossypium hirsutum:GCF_001961415.1
glycine_max	glycine max	Tomato leaf curl alphasatellite :Tomato leaf curl Pakistan alphasatellite:ssDNA:Gossypium hirsutum:GCF_013087215.1
glycine_max	glycine max	Tomato leaf curl betasatellite :Tomato leaf curl betasatellite:ssDNA::GCF_000848965.1
glycine_max	glycine max	Tomato leaf curl betasatellite :Tomato leaf curl betasatellite:ssDNA:Solanum lycopersicum:GCF_002987905.1
glycine_max	glycine max	Tomato leaf curl betasatellite :Tomato leaf curl betasatellite:ssDNA:Solanum lycopersicum:GCF_002987995.1
glycine_max	glycine max	Tomato leaf curl betasatellite :Tomato leaf curl betasatellite:ssDNA:Solanum lycopersicum:GCF_018577855.1
glycine_max	glycine max	Tomato leaf curl betasatellite :Tomato leaf curl betasatellite:ssDNA:Solanum lycopersicum:GCF_018580585.1
glycine_max	glycine max	Tomato leaf curl Gandhinagar betasatellite :Tomato leaf curl Gandhinagar betasatellite:ssDNA:Solanum lycopersicum:GCF_000915235.1
glycine_max	glycine max	Tomato leaf curl Kerala virus :Tomato leaf curl Kerala virus:ssDNA(+/-):Solanum lycopersicum:GCF_000881415.1
glycine_max	glycine max	Tomato leaf curl New Delhi virus :Tomato leaf curl New Delhi virus:ssDNA(+/-):Solanum lycopersicum:GCF_000842925.1
glycine_max	glycine max	Tomato leaf curl Pakistan betasatellite :Tomato leaf curl Pakistan betasatellite:ssDNA:Cyamopsis tetragonoloba:GCF_002080175.1
glycine_max	glycine max	Tomato leaf curl Pakistan betasatellite :Tomato leaf curl Pakistan betasatellite:ssDNA:Cyamopsis tetragonoloba:GCF_026222525.1
glycine_max	glycine max	Tomato leaf curl virus :Tomato leaf curl virus:ssDNA(+/-)::GCF_000838425.1
glycine_max	glycine max	Tomato severe rugose virus :Tomato severe rugose virus:ssDNA(+/-):Capsicum frutescens:GCF_000874065.1
glycine_max	glycine max	Tomato yellow leaf curl virus :Tomato yellow leaf curl virus:ssDNA(+/-):Capsicum annuum:GCF_000858205.1
glycine_max	glycine max	Tomato yellow ring virus :Orthotospovirus tomatanuli:ssRNA(+/-):Solanum lycopersicum:GCF_013086795.1
glycine_max	glycine max	Watermelon mosaic virus :Watermelon mosaic virus:ssRNA(+)::GCF_000856625.1
glycine_max	glycine max	Wisteria vein mosaic virus :Wisteria vein mosaic virus:ssRNA(+):Wisteria:GCF_000866545.1
glycine_max	glycine max	Zucchini yellow mosaic virus :Zucchini yellow mosaic virus:ssRNA(+):Luffa aegyptiaca:GCF_000861645.1
glycine_soja	glycine soja	Bean common mosaic virus :Bean common mosaic virus:ssRNA(+):Vigna unguiculata:GCF_000857245.1
glycine_soja	glycine soja	Cucumber mosaic virus :Cucumber mosaic virus:ssRNA(+)::GCF_000864745.1
glycine_soja	glycine soja	Soybean mosaic virus :Soybean mosaic virus:ssRNA(+)::GCF_000862465.1
glycine_soja	glycine soja	Soybean yellow common mosaic virus :Soybean yellow common mosaic virus:ssRNA(+):Glycine max:GCF_000893015.1
glycine_soja	glycine soja	Soybean yellow mottle mosaic virus :Gammacarmovirus glycinis:ssRNA(+):Glycine max:GCF_000881895.1
glycosmis_pentaphylla	glycosmis pentaphylla	Citrus leprosis virus C :Cilevirus leprosis:ssRNA(+):Citrus sinensis:GCF_000868185.1
glycyrrhiza_glabra	glycyrrhiza glabra	Sophora yellow stunt virus :Sophora yellow stunt virus:ssDNA(+):Sophora alopecuroides:GCF_018591435.1
golovinomyces_cichoracearum	golovinomyces cichoracearum	Erysiphe cichoracearum alphaendornavirus :Erysiphe cichoracearum alphaendornavirus:dsRNA:Golovinomyces cichoracearum:GCF_001551165.1
gomphocarpus_physocarpus	gomphocarpus physocarpus	Catharanthus mosaic virus :Catharanthus mosaic virus:ssRNA(+):Mandevilla:GCF_001029025.1
gomphocarpus_physocarpus	gomphocarpus physocarpus	Gomphocarpus mosaic virus :Gomphocarpus mosaic virus:ssRNA(+):Gomphocarpus physocarpus:GCF_013087455.1
gompholobium_preissii	gompholobium preissii	Gompholobium virus A :Tralespevirus gompholobii:ssRNA(+):Gompholobium preissii:GCF_001706965.1
gomphostemma_niveum	gomphostemma niveum	Tomato leaf curl betasatellite :Tomato leaf curl betasatellite:ssDNA::GCF_000848965.1
gomphostemma_niveum	gomphostemma niveum	Tomato leaf curl betasatellite :Tomato leaf curl betasatellite:ssDNA:Solanum lycopersicum:GCF_002987905.1
gomphostemma_niveum	gomphostemma niveum	Tomato leaf curl betasatellite :Tomato leaf curl betasatellite:ssDNA:Solanum lycopersicum:GCF_002987995.1
gomphostemma_niveum	gomphostemma niveum	Tomato leaf curl betasatellite :Tomato leaf curl betasatellite:ssDNA:Solanum lycopersicum:GCF_018577855.1
gomphostemma_niveum	gomphostemma niveum	Tomato leaf curl betasatellite :Tomato leaf curl betasatellite:ssDNA:Solanum lycopersicum:GCF_018580585.1
gomphostemma_niveum	gomphostemma niveum	Tomato leaf curl virus :Tomato leaf curl virus:ssDNA(+/-)::GCF_000838425.1
gomphrena_globosa	gomphrena globosa	Cucumber mosaic virus :Cucumber mosaic virus:ssRNA(+)::GCF_000864745.1
gomphrena_globosa	gomphrena globosa	Cymbidium mosaic virus :Cymbidium mosaic virus:ssRNA(+)::GCF_000865585.1
gomphrena_globosa	gomphrena globosa	Narcissus mosaic virus :Narcissus mosaic virus:ssRNA(+)::GCF_000849125.1
gomphrena_globosa	gomphrena globosa	Tobacco streak virus :Tobacco streak virus:ssRNA(+)::GCF_000865505.1
gomphrena_globosa	gomphrena globosa	Tomato mosaic virus :Tomato mosaic virus:ssRNA(+):Solanum lycopersicum:GCF_000853705.1
goniolimon_tataricum	goniolimon tataricum	Tomato bushy stunt virus :Tombusvirus lycopersici:ssRNA(+)::GCF_000858805.1
goniopsis_cruentata	goniopsis cruentata	Decapod penstyldensovirus 1 :Decapod penstyldensovirus 1:ssDNA(+/-)::GCF_000844705.1
gonolabis_marginalis	gonolabis marginalis	dermapteran chu-related virus 142 :Demapteravirus dermapteri:ssRNA(-):Gonolabis marginalis:GCF_018591445.1
gopherus_agassizii	gopherus agassizii	Tortoise genomovirus 10 :Gemycircularvirus gopha2:ssDNA:Gopherus agassizii:GCF_018585505.1
gopherus_agassizii	gopherus agassizii	Tortoise genomovirus 13 :Gemykolovirus gopha2:ssDNA:Gopherus agassizii:GCF_018585515.1
gopherus_agassizii	gopherus agassizii	Tortoise genomovirus 17 :Gemycircularvirus gopha1:ssDNA:Gopherus agassizii:GCF_018585525.1
gopherus_agassizii	gopherus agassizii	Tortoise genomovirus 9 :Gemykolovirus gopha1:ssDNA:Gopherus agassizii:GCF_018585495.1
gopherus_berlandieri	gopherus berlandieri	Western equine encephalitis virus :Western equine encephalitis virus:ssRNA(+):Culex:GCF_002889215.1
gopherus_berlandieri	gopherus berlandieri	Western equine encephalitis virus :Western equine encephalitis virus:ssRNA(+)::GCF_000850885.1
gopherus_	gopherus	Gopherus associated circular DNA virus 1 :Gopherus associated circular DNA virus 1:ssDNA:Gopherus:GCF_003846525.1
gopherus_	gopherus	Gopherus associated genomovirus 1 :Gemykibivirus haeme2:ssDNA:Gopherus:GCF_003846605.1
gorilla_beringei	gorilla beringei beringei	Enterovirus sp. :Enterovirus sp.:ssRNA(+):Mandrillus sphinx:GCF_000919855.1
gorilla_beringei	gorilla beringei beringei	Human mastadenovirus B :Human mastadenovirus B:dsDNA:Homo sapiens:GCF_000857085.1
gorilla_beringei	gorilla beringei beringei	Human mastadenovirus B :Human mastadenovirus B:dsDNA:Homo sapiens:GCF_000880515.1
gorilla_beringei	gorilla beringei beringei	Human metapneumovirus :Metapneumovirus hominis:ssRNA(-)::GCF_002815375.1
gorilla_beringei	gorilla beringei beringei	Picobirnavirus sp. :Picobirnavirus sp.:dsRNA:Capreolus capreolus:GCF_004117395.1
gorilla_beringei	gorilla beringei graueri	Human alphaherpesvirus 1 :Simplexvirus humanalpha1:dsDNA::GCF_000859985.2
gorilla_beringei	gorilla beringei graueri	Human mastadenovirus B :Human mastadenovirus B:dsDNA:Homo sapiens:GCF_000857085.1
gorilla_beringei	gorilla beringei graueri	Human mastadenovirus B :Human mastadenovirus B:dsDNA:Homo sapiens:GCF_000880515.1
gorilla_	gorilla	Gorilla anellovirus :Omegatorquevirus hominid1:ssDNA(-):Gorilla:GCF_001689855.1
gorilla_gorilla	gorilla gorilla	Bocavirus gorilla/GBoV1/2009 :Bocaparvovirus primate1:ssDNA(+/-):Gorilla gorilla:GCF_000889135.1
gorilla_gorilla	gorilla gorilla	Enterovirus A :Enterovirus A:ssRNA(+)::GCF_000861905.1
gorilla_gorilla	gorilla gorilla	Enterovirus sp. :Enterovirus sp.:ssRNA(+):Mandrillus sphinx:GCF_000919855.1
gorilla_gorilla	gorilla gorilla	Gorilla associated porprismacovirus 1 :Porprismacovirus goras1:ssDNA:Gorilla gorilla:GCF_000929415.1
gorilla_gorilla	gorilla gorilla gorilla	Gorilla gorilla gorilla polyomavirus 1 :Alphapolyomavirus gorillae:dsDNA:Gorilla gorilla gorilla:GCF_000924615.1
gorilla_gorilla	gorilla gorilla gorilla	Human mastadenovirus B :Human mastadenovirus B:dsDNA:Homo sapiens:GCF_000857085.1
gorilla_gorilla	gorilla gorilla gorilla	Human mastadenovirus B :Human mastadenovirus B:dsDNA:Homo sapiens:GCF_000880515.1
gorilla_gorilla	gorilla gorilla gorilla	Human mastadenovirus C :Human mastadenovirus C:dsDNA:Homo sapiens:GCF_000845085.1
gorilla_gorilla	gorilla gorilla gorilla	Human orthorubulavirus 2 :Orthorubulavirus laryngotracheitidis:ssRNA(-)::GCF_000863525.1
gorilla_gorilla	gorilla gorilla gorilla	Picobirnavirus sp. :Picobirnavirus sp.:dsRNA:Capreolus capreolus:GCF_004117395.1
gorilla_gorilla	gorilla gorilla gorilla	Severe acute respiratory syndrome coronavirus 2 :Severe acute respiratory syndrome-related coronavirus:ssRNA(+):Homo sapiens:GCF_009858895.2
gorilla_gorilla	gorilla gorilla gorilla	Simian foamy virus :Simian foamy virus:ssRNA-RT:Macaca fascicularis:GCF_004788255.1
gorilla_gorilla	gorilla gorilla gorilla	Simian immunodeficiency virus :Simian immunodeficiency virus:ssRNA-RT:Chlorocebus aethiops:GCF_000863925.1
gorilla_gorilla	gorilla gorilla gorilla	Western lowland gorilla simian foamy virus :Western lowland gorilla simian foamy virus:ssRNA-RT:Gorilla gorilla gorilla:GCF_003032825.1
gorilla_gorilla	gorilla gorilla	Hepatitis B virus :Hepatitis B virus:dsDNA-RT::GCF_000861825.2
gorilla_gorilla	gorilla gorilla	Human mastadenovirus B :Human mastadenovirus B:dsDNA:Homo sapiens:GCF_000857085.1
gorilla_gorilla	gorilla gorilla	Human mastadenovirus B :Human mastadenovirus B:dsDNA:Homo sapiens:GCF_000880515.1
gorilla_gorilla	gorilla gorilla	Picobirnavirus sp. :Picobirnavirus sp.:dsRNA:Capreolus capreolus:GCF_004117395.1
gorilla_gorilla	gorilla gorilla	Simian foamy virus :Simian foamy virus:ssRNA-RT:Macaca fascicularis:GCF_004788255.1
gorilla_gorilla	gorilla gorilla	Simian immunodeficiency virus :Simian immunodeficiency virus:ssRNA-RT:Chlorocebus aethiops:GCF_000863925.1
gorilla_	gorilla	Hepatitis B virus :Hepatitis B virus:dsDNA-RT::GCF_000861825.2
gorilla_	gorilla	Human mastadenovirus B :Human mastadenovirus B:dsDNA:Homo sapiens:GCF_000857085.1
gorilla_	gorilla	Human mastadenovirus B :Human mastadenovirus B:dsDNA:Homo sapiens:GCF_000880515.1
gorilla_	gorilla	Human mastadenovirus C :Human mastadenovirus C:dsDNA:Homo sapiens:GCF_000845085.1
gorilla_	gorilla	Severe acute respiratory syndrome coronavirus 2 :Severe acute respiratory syndrome-related coronavirus:ssRNA(+):Homo sapiens:GCF_009858895.2
gorilla_	gorilla	Zaire ebolavirus :Orthoebolavirus zairense:ssRNA(-)::GCF_000848505.1
gorytes_laticinctus	gorytes laticinctus	Hymenopteran orino-related virus OKIAV85 :Formivirus gorytis:ssRNA(-):Gorytes laticinctus:GCF_018591335.1
gossypium_arboreum	gossypium arboreum	Chickpea chlorotic dwarf virus :Chickpea chlorotic dwarf virus:ssDNA(+/-):Cicer arietinum:GCF_000880315.1
gossypium_arboreum	gossypium arboreum	Cotton leaf curl Burewala betasatellite :Cotton leaf curl Burewala betasatellite:ssDNA:Gossypium hirsutum:GCF_000887135.1
gossypium_arboreum	gossypium arboreum	Cotton leaf curl Burewala virus :Cotton leaf curl Burewala virus:ssDNA(+/-):Gossypium hirsutum:GCF_000882715.1
gossypium_arboreum	gossypium arboreum	Cotton leaf curl Kokhran virus :Cotton leaf curl Kokhran virus:ssDNA(+/-)::GCF_000840425.1
gossypium_arboreum	gossypium arboreum	Cotton leaf curl Multan alphasatellite :Cotton leaf curl Multan alphasatellite:ssDNA::GCF_000897295.1
gossypium_arboreum	gossypium arboreum	Cotton leaf curl Multan betasatellite :Cotton leaf curl Multan betasatellite:ssDNA:Gossypium hirsutum:GCF_002987865.1
gossypium_arboreum	gossypium arboreum	Cotton leaf curl Multan betasatellite :Cotton leaf curl Multan betasatellite:ssDNA:Hibiscus rosa-sinensis:GCF_000866685.1
gossypium_arboreum	gossypium arboreum	Cotton leaf curl Multan betasatellite :Cotton leaf curl Multan betasatellite:ssDNA:Solanum lycopersicum:GCF_018580225.1
gossypium_barbadense	gossypium barbadense	Cotton leaf curl Gezira virus :Cotton leaf curl Gezira virus:ssDNA(+/-)::GCF_000838805.1
gossypium_barbadense	gossypium barbadense	Cotton leafroll dwarf virus :Cotton leafroll dwarf virus:ssRNA(+):Gossypium hirsutum:GCF_000890175.1
gossypium_barbadense	gossypium barbadense	Hollyhock leaf curl virus :Hollyhock leaf curl virus:ssDNA(+/-):Alcea rosea:GCF_002986605.1
gossypium_barbadense	gossypium barbadense	Hollyhock yellow vein mosaic virus :Hollyhock yellow vein mosaic virus:ssDNA(+/-):Alcea rosea:GCF_000896675.1
gossypium_barbadense	gossypium barbadense	Hollyhock yellow vein mosaic virus :Hollyhock yellow vein mosaic virus:ssDNA(+/-):Alcea rosea:GCF_004787015.1
gossypium_barbadense	gossypium barbadense	Ludwigia leaf distortion betasatellite :Ludwigia leaf distortion betasatellite:ssDNA:Abelmoschus esculentus:GCF_018580545.1
gossypium_barbadense	gossypium barbadense	Tobacco streak virus :Tobacco streak virus:ssRNA(+)::GCF_000865505.1
gossypium_darwinii	gossypium darwinii	Cotton leaf curl Multan betasatellite :Cotton leaf curl Multan betasatellite:ssDNA:Gossypium hirsutum:GCF_002987865.1
gossypium_darwinii	gossypium darwinii	Cotton leaf curl Multan betasatellite :Cotton leaf curl Multan betasatellite:ssDNA:Hibiscus rosa-sinensis:GCF_000866685.1
gossypium_darwinii	gossypium darwinii	Cotton leaf curl Multan betasatellite :Cotton leaf curl Multan betasatellite:ssDNA:Solanum lycopersicum:GCF_018580225.1
gossypium_darwinii	gossypium darwinii	Gossypium darwinii symptomless alphasatellite :Gossypium darwinii symptomless alphasatellite:ssDNA:Gossypium davidsonii:GCF_003028915.1
gossypium_darwinii	gossypium darwinii	Gossypium darwinii symptomless virus :Cotton leaf curl Multan virus:ssDNA(+/-):Gossypium darwinii:GCF_000881015.1
gossypium_darwinii	gossypium darwinii	Gossypium punctatum mild leaf curl virus :Gossypium punctatum mild leaf curl virus:ssDNA(+/-):Gossypium darwinii:GCF_000882615.1
gossypium_davidsonii	gossypium davidsonii	Cotton leaf curl Multan betasatellite :Cotton leaf curl Multan betasatellite:ssDNA:Gossypium hirsutum:GCF_002987865.1
gossypium_davidsonii	gossypium davidsonii	Cotton leaf curl Multan betasatellite :Cotton leaf curl Multan betasatellite:ssDNA:Hibiscus rosa-sinensis:GCF_000866685.1
gossypium_davidsonii	gossypium davidsonii	Cotton leaf curl Multan betasatellite :Cotton leaf curl Multan betasatellite:ssDNA:Solanum lycopersicum:GCF_018580225.1
gossypium_davidsonii	gossypium davidsonii	Cotton leaf curl Multan virus :Cotton leaf curl Multan virus:ssDNA(+/-)::GCF_000839845.1
gossypium_davidsonii	gossypium davidsonii	Cotton leaf curl Multan virus :Cotton leaf curl Multan virus:ssDNA(+/-)::GCF_000841225.1
gossypium_davidsonii	gossypium davidsonii	Gossypium darwinii symptomless alphasatellite :Gossypium darwinii symptomless alphasatellite:ssDNA:Gossypium davidsonii:GCF_003028915.1
gossypium_davidsonii	gossypium davidsonii	Gossypium davidsonii symptomless alphasatellite :Gossypium davidsonii symptomless alphasatellite:ssDNA:Gossypium mustelinum:GCF_000885695.1
gossypium_davidsonii	gossypium davidsonii	Gossypium punctatum mild leaf curl virus :Gossypium punctatum mild leaf curl virus:ssDNA(+/-):Gossypium darwinii:GCF_000882615.1
gossypium_	gossypium	Cotton leaf curl Burewala virus :Cotton leaf curl Burewala virus:ssDNA(+/-):Gossypium hirsutum:GCF_000882715.1
gossypium_	gossypium	Cotton leaf curl Multan alphasatellite :Cotton leaf curl Multan alphasatellite:ssDNA::GCF_000897295.1
gossypium_	gossypium	Cotton leafroll dwarf virus :Cotton leafroll dwarf virus:ssRNA(+):Gossypium hirsutum:GCF_000890175.1
gossypium_	gossypium	Gossypium darwinii symptomless alphasatellite :Gossypium darwinii symptomless alphasatellite:ssDNA:Gossypium davidsonii:GCF_003028915.1
gossypium_	gossypium	Okra leaf curl alphasatellite :Okra leaf curl alphasatellite:ssDNA:Abelmoschus esculentus:GCF_000844465.1
gossypium_	gossypium	Okra leaf curl alphasatellite :Okra leaf curl alphasatellite:ssDNA::GCF_000875105.1
gossypium_	gossypium	Peanut bud necrosis virus :Orthotospovirus arachinecrosis:ssRNA(+/-)::GCF_000851245.1
gossypium_	gossypium	Tobacco streak virus :Tobacco streak virus:ssRNA(+)::GCF_000865505.1
gossypium_	gossypium	Tomato leaf curl New Delhi virus :Tomato leaf curl New Delhi virus:ssDNA(+/-):Solanum lycopersicum:GCF_000842925.1
gossypium_herbaceum	gossypium herbaceum	Cotton leaf curl Multan betasatellite :Cotton leaf curl Multan betasatellite:ssDNA:Gossypium hirsutum:GCF_002987865.1
gossypium_herbaceum	gossypium herbaceum	Cotton leaf curl Multan betasatellite :Cotton leaf curl Multan betasatellite:ssDNA:Hibiscus rosa-sinensis:GCF_000866685.1
gossypium_herbaceum	gossypium herbaceum	Cotton leaf curl Multan betasatellite :Cotton leaf curl Multan betasatellite:ssDNA:Solanum lycopersicum:GCF_018580225.1
gossypium_hirsutum	gossypium hirsutum	Ageratum conyzoides symptomless alphasatellite :Ageratum conyzoides symptomless alphasatellite:ssDNA:Abelmoschus manihot subsp. tetraphyllus:GCF_001429995.1
